Variable,Breakdown,Breakdown_category,Year,RD_Value,Status,Unit,Footnotes,Relative_Sampling_Error
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2018,..,,NZ Dollars (millions),3 and 12 and 15 and 28,..
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2019,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2020,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2021,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2022,0,P,NZ Dollars (millions),3 and 12 and 15 and 28,151.3
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,E_Construction,2016,C,,NZ Dollars (millions),12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,E_Construction,2018,C,,NZ Dollars (millions),12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,E_Construction,2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,E_Construction,2020,C,,NZ Dollars (millions),12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,E_Construction,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,E_Construction,2022,1,P,NZ Dollars (millions),12 and 15 and 28,116.8
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,F_Wholesale Trade,2016,16,,NZ Dollars (millions),12 and 15 and 28,27.1
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,F_Wholesale Trade,2018,C,,NZ Dollars (millions),12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,F_Wholesale Trade,2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,F_Wholesale Trade,2020,15,,NZ Dollars (millions),12 and 15 and 28,50.6
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,F_Wholesale Trade,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,F_Wholesale Trade,2022,16,P,NZ Dollars (millions),12 and 15 and 28,57
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,J_Information Media and Telecommunications,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,J_Information Media and Telecommunications,2018,2,,NZ Dollars (millions),12 and 15 and 28,115.6
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,J_Information Media and Telecommunications,2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,J_Information Media and Telecommunications,2020,C,,NZ Dollars (millions),12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,J_Information Media and Telecommunications,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,J_Information Media and Telecommunications,2022,3,P,NZ Dollars (millions),12 and 15 and 28,56.8
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,K_Financial and Insurance Services,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,K_Financial and Insurance Services,2018,5,,NZ Dollars (millions),12 and 15 and 28,195.5
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,K_Financial and Insurance Services,2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,K_Financial and Insurance Services,2020,2,,NZ Dollars (millions),12 and 15 and 28,136.6
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,K_Financial and Insurance Services,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,K_Financial and Insurance Services,2022,1,P,NZ Dollars (millions),12 and 15 and 28,143.1
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2018,2,,NZ Dollars (millions),12 and 15 and 28,173.7
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2020,C,,NZ Dollars (millions),12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2022,0,P,NZ Dollars (millions),12 and 15 and 28,240.5
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2016,126,,NZ Dollars (millions),12 and 15 and 28,7.4
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2018,125,,NZ Dollars (millions),12 and 15 and 28,17.5
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2020,83,R,NZ Dollars (millions),12 and 15 and 28,12.2
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2022,154,P,NZ Dollars (millions),12 and 15 and 28,16
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,N_Administrative and Support Services,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,N_Administrative and Support Services,2018,C,,NZ Dollars (millions),12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,N_Administrative and Support Services,2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,N_Administrative and Support Services,2020,C,,NZ Dollars (millions),12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,N_Administrative and Support Services,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,N_Administrative and Support Services,2022,0,P,NZ Dollars (millions),12 and 15 and 28,122.6
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,O_Public Administration and Safety,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,O_Public Administration and Safety,2018,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,O_Public Administration and Safety,2019,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,O_Public Administration and Safety,2020,3,,NZ Dollars (millions),3 and 12 and 15 and 28,96.8
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,O_Public Administration and Safety,2021,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,O_Public Administration and Safety,2022,0,P,NZ Dollars (millions),3 and 12 and 15 and 28,0
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,P_Education and Training,2016,26,,NZ Dollars (millions),3 and 12 and 15 and 28,0
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,P_Education and Training,2018,32,,NZ Dollars (millions),3 and 12 and 15 and 28,0
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,P_Education and Training,2019,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,P_Education and Training,2020,C,R,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,P_Education and Training,2021,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,P_Education and Training,2022,C,P,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2016,..,,NZ Dollars (millions),12 and 15 and 28,..
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2018,C,,NZ Dollars (millions),12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2019,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2020,C,,NZ Dollars (millions),12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2022,1,P,NZ Dollars (millions),12 and 15 and 28,191.6
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,R_Arts and Recreation Services,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,R_Arts and Recreation Services,2018,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,R_Arts and Recreation Services,2019,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,R_Arts and Recreation Services,2020,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,R_Arts and Recreation Services,2021,...,,NZ Dollars (millions),3 and 12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,R_Arts and Recreation Services,2022,0,P,NZ Dollars (millions),3 and 12 and 15 and 28,91.1
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,S_Other Services,2016,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,S_Other Services,2018,C,,NZ Dollars (millions),3 and 12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,S_Other Services,2019,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,S_Other Services,2020,C,,NZ Dollars (millions),12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,S_Other Services,2021,...,,NZ Dollars (millions),12 and 15 and 28,...
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,ANZSIC_1_Digit,S_Other Services,2022,1,P,NZ Dollars (millions),12 and 15 and 28,178.9
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,Industry,01_Primary Industry Group,2016,77,,NZ Dollars (millions),12 and 15 and 28,26
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,Industry,01_Primary Industry Group,2018,70,,NZ Dollars (millions),12 and 15 and 28,65.6
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,Industry,01_Primary Industry Group,2019,70,,NZ Dollars (millions),12 and 15 and 28,34.9
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,Industry,01_Primary Industry Group,2020,74,,NZ Dollars (millions),12 and 15 and 28,38.2
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,Industry,01_Primary Industry Group,2021,C,,NZ Dollars (millions),12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,Industry,01_Primary Industry Group,2022,17,,NZ Dollars (millions),12 and 15 and 28,26.2
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,Industry,02_Manufacturing Industry Group,2016,41,,NZ Dollars (millions),12 and 15 and 28,14.1
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,Industry,02_Manufacturing Industry Group,2018,51,,NZ Dollars (millions),12 and 15 and 28,32.9
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,Industry,02_Manufacturing Industry Group,2019,57,,NZ Dollars (millions),12 and 15 and 28,25.9
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,Industry,02_Manufacturing Industry Group,2020,46,,NZ Dollars (millions),12 and 15 and 28,23.6
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,Industry,02_Manufacturing Industry Group,2021,44,,NZ Dollars (millions),12 and 15 and 28,19.3
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,Industry,02_Manufacturing Industry Group,2022,53,,NZ Dollars (millions),12 and 15 and 28,35.7
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,Industry,03_Services Industry Group,2016,C,,NZ Dollars (millions),12 and 15 and 28,C
_11aii_Purpose_of_research:_Primary:_Animal_production_and_animal_primary_products,Industry,03_Services Industry Group,2018,72,,NZ Dollars (millions),12 and 15 and 28,48.8
